"file","Description"
"1199.mp3","這些年天然災害頻傳，但災後如何應變成為重要課題，苗栗縣西湖國小瑞湖分校，18日舉辦災後求生體驗課程，結合食農教育，讓學生認識可食用的野菜，利用隨手可得的材料，完成美味又營養的野炊，提升孩子獨立自主以及野外生存能力。"
"1200.mp3","苗栗縣後龍鎮的合歡石滬，因為去年入冬季風增強，導致石滬崩塌毀損，無奈去年度維修經費已經用完，當地居民心急如焚，經過民意代表反映，文化部文資局到場會勘，終於拍板後龍合歡石滬的維護經費。"
"1201.mp3","六龜是高雄蓮霧、金煌芒果跟梅子的重要產區，為了提高農產集貨場的經濟效益，六龜區農會向農委會爭取1億多元的經費，特別購地興建大型區域冷鏈蔬果理貨場，18日這天舉行了開工動工典禮。"
"1202.mp3","屏東縣高樹鄉新南村，一條使用多年的田間道路，近日路中間被土地所有人裝設鐵門，阻礙了許多農民的進出，今天17日10多位農民，集結在高樹鄉公所抗議，希望公所人員能行使公權力，還給他們道路通行自由。"
"1203.mp3","客家委員會每年都會補助地方推動客庄創生環境營造，但因為現在提案方式，相較過去幾年有些修改，雲林縣政府特別舉辦說明會，讓鄉鎮市公所或社區了解，客庄創生環境營造提案的要領。"
"1204.mp3","臺東又見光頭樹，關山火車站前高聳的黑板樹，最近有遊客發現被攔腰砍斷，留下光禿樹幹，有礙觀瞻，關山鎮公所則澄清，是為了徹底解決多年來黑板樹因強風吹斷，恐造成人車安全疑慮，公所準備移植這些黑板樹，正在進行斷根前置作業。"
"1205.mp3","知名藝人因樓上樓下的噪音問題，引人注目，苗栗縣竹南國中的聲音擾鄰問題，則是影響更大，原來竹南國中音樂班，有交響樂團、國樂團，學校刻意興建專業教室，讓音樂班與一般班級隔開，但只要學生練習，就會發生相互影響的問題，就連隔壁的竹南高中，也打電話來抗議練習聲太吵。"
"1206.mp3","國人熟知的電動自行車從去年11月起掛牌納管，並更名為微型電動二輪車，必須登記、領用和掛牌，而且年滿14歲才能上路，屏東縣潮州鎮公所邀請屏東監理站到點服務，就近為鄉親辦理免費掛牌等相關業務，屏東監理站站長羅振瑞表示，電動二輪車能掛牌納管，對人車和道路安全有進一步保障。"
"1207.mp3","臺東縣關山鎮親水公園，曾是熱門的觀光景點，如今卻沒落，礙於公園為農牧用地難以建設新設施營運，近2年經縣府及公所努力，總算完成公園地目變更，但園內部分早年興建的建物卻未取得建照、使照，即便老舊也無法申請經費修繕，因此關山鎮公所決定，將評估部分建物仍否堪用，否則將拆除，讓公園以更自然的面貌迎接遊客。"
"1208.mp3","苗栗縣大湖鄉大南國小長期推動食農教育，開拓校田觀察植物生長過程，今年結合教育部推動偏鄉學校中央廚房計畫，以在地草莓、窯烤披薩規畫食農教育課程，從實際手作認識在地農特產，讓學生了解飲食、農業、環境，密不可分的關係。"
"1209.mp3","美濃是大高雄重要的穀倉，1908年日本人在竹仔門設置電廠，用發電的尾水供應給美濃平原灌溉農作，現在位在電廠入口處的水德宮，過去在日治時期還設有神社，是地方祈求風調雨順，水源充足的信仰中心。"
"1210.mp3","新竹縣竹北市保泰五路旁的翁厝水圳，在今年農曆過年前被民眾發現有偷排廢油，由於水圳是聯興和麻園等地區，主要灌溉的溝渠，為了防止約150公頃農田遭汙染，今天17日相關單位共同會勘，除了追查偷排廢油源頭之外，並要求權責單位清除水圳裡面吸油棉，還水圳乾淨的水質。"
"1211.mp3","臺灣目前有5個慢城，苗栗縣就有三義和南庄雙慢城，每年吸引超過650萬人次國內外遊客造訪，木雕、溫泉及客家料理，都是吸睛特色，然而要推廣觀光，跳脫走馬看花、發展精緻旅遊，苑裡鎮長劉育育認為，有在地認同和情感連結，更能讓遊客有深度體驗。"
"1212.mp3","南投縣國姓鄉咖啡種植面積超過160公頃，是鄉內最重要的黑金產業，往年立春後，咖啡園的花況通常呈現一片雪白，不過去年冬季乾旱，到目前還盼不到雨勢來，國姓鄉公所農經課前往產區關心，希望能盡速反映、解決問題。"
"1213.mp3","花蓮吉安鄉的客家文化會館，涵蓋義民堂、客家藝廊和客家流行樂交流中心等，為了帶動更多人利用並發展客庄產業，會館今年將更新互動式展區，並打造虛擬攝影棚等做為青創基地，來行銷花蓮客家。"
"1214.mp3","在彰化縣永靖鄉有160年歷史的客家伙房忠實第，是彰化縣的縣定古蹟，2020年文化部與彰化縣政府斥資4200多萬元整修，目前廠商已申報竣工，等未來全部修復完成後，可望做為彰化縣饒平客家文化的發展基地。"
"1215.mp3","AI聊天機器人ChatGPT，推出後短短兩個月，用戶數就達1億次，造成話題。而AI會透過蒐集到的大數據不斷學習，現在不僅會聊天，還能繪圖、剪影片等。客委會則在110年9月，著手建置臺灣客語語音資料庫，將來可藉由AI學客語，為語言保存帶來利多消息，但卻也不禁讓人想問，未來是否不再需要語言教師。"
"1216.mp3","第58屆六堆運動會3月11日將在萬巒國中開幕，今年承辦單位萬巒鄉公所邀請音樂人陳佑宗創作開閉幕歌曲，由萬巒鄉長林國順領唱，並動員全鄉270人表演大會舞、100位鄉親參與閉幕演出，提升參與感。"
"1217.mp3","吃到健康安全無虞的食物，是大多民眾的期望，在高雄杉林的一位農民，這幾年很有心搭建出溫室，發展魚菜共生系統，透過低耗能、重複循環的方式，生產出新鮮蔬菜，也同時發展出了生生不息的生態圈。"
"1218.mp3","臺灣已是高齡社會，臺東更是前5名孤老縣市，許多失能長輩就只能依賴社福移工或照服員，然而臺東縣全縣長照住宿式機構約有2千餘床，卻出現照服員缺工問題。衛生福利部臺東醫院，就打算自辦公費照服員培訓，以補足護理之家，及未來全責照顧計畫的照服員缺額。"
"1219.mp3","苗栗造橋火車站旁的藝文廣場，是造橋村民眾散步休閒的空間，也是造橋門面，不過近期卻發現，藝文廣場卻停滿機車，原來是造橋火車站，周邊停車空間不足，許多通勤民眾搭火車趕時間，才將機車隨意停放。"
"1220.mp3","新竹市關東地區，有近6成居民是客家人，為此新竹市文化局，在新竹市關東綜合大樓當中，規畫一座客家主題圖書館，並向客委會提案爭取經費補助，總工程經費為4500萬元，進行為期1年的施工，預定今年9月開館。"
"1221.mp3","40位屏東特搜隊員，在土耳其強震後，和消防署及其它縣市特搜隊，遠赴災區協助救災，15日晚間10點左右，所有隊員返抵屏東隊部，縣長周春米前往歡迎，救災英雄平安歸來，並致贈雞精和獎勵金，要幫隊員補元氣。"
"1222.mp3","臺灣國樂團今年第一場演出魂縈夢繫音樂會，將在2月19日盛大登場，團員當中也可發現客家身影，像是去年剛榮獲臺灣國樂團NCO，嗩吶新秀選拔第一名的溫育良，就是來自苗栗頭份的客家子弟，而來自臺中東勢的樂團首席劉貞伶，也將首度公開，改編自魯凱族傳說的全新創作。"
"1223.mp3","苗栗縣公館鄉玉谷村路段，因為行道樹是黑板樹，每天早晨、傍晚都有上萬隻鳥棲息，居民飽受鳥鳴困擾，經地方反應，公路總局近日動工移除、改種灌木，解決民眾困擾。"
"1224.mp3","南投縣國姓鄉今年枇杷受到寒害影響，經過專家會勘後，農委會已經正式公告，國姓鄉內的枇杷為天然災害現金救助地區，鄉公所在今天正式宣告，啟動受理農民登記，同時也決定取消今年的評鑑活動。"
"1225.mp3","臺南市客家文化協會15日舉辦新春茶會，除了邀請茶藝師示範茶道，讓會員朋友品茶、話家常以外，現場還有客家耆老訴說臺南的客家故事，表現府城客家一家親的和諧氣氛。"
"1226.mp3","屏東縣萬巒鄉位在大武山下，擁有終年豐沛純淨的水質，農業發達且蔬果種類繁多，可可、百香果、鳳梨及香蕉等，都是萬巒鄉的特色農產，為了行銷萬巒鄉，萬巒鄉公所舉辦百果文化產業節，規畫3條主題式遊程，帶鄉親採果體驗與客庄饗宴。"
"1227.mp3","土耳其強震造成嚴重災情，臺灣第一時間派出搜救隊130人以及5隻搜救犬，到土耳其救災，搜救隊在當地時間12日上午撤離，並在今天15日返回臺灣，內政部長林右昌到機場接機，並表揚搜救隊無私的大愛。"
"1228.mp3","苗栗縣造橋鄉圖書館，最近爭取一項名為印刷字造的展覽，到造橋鄉展出，呈現文字的演變過程與印刷術的演進，不過就這麼無巧不巧，新任造橋鄉長徐連斌，在轉任公職跑道前，職業是陶藝師，他有項特別技術，就是能將委託者的題字轉印在陶藝品上，讓愛陶人收藏，新鄉長的特殊專業，意外和圖書館的展覽有了連結。"
"1229.mp3","拾穗和晚禱是法國畫家米勒著名的作品，透過廣達游於藝米勒巡迴展，47幅原比例授權的複製畫，現在在高雄新威國小也看得到，為了迎接這場難得的藝術饗宴，小朋友親自導覽，把世界名畫介紹給大家。"
"1230.mp3","雲林詔安客家文化館，繼去年4月短暫封館，整修中庭及加設活動式天幕，由於館內仍有許多地板磁磚隆起，因此雲林縣政府預計3月，要動工整修重新鋪設，客館又將再封館半年。"
"1231.mp3","苗栗縣福興武術國民中小學是全國第一所武術學校，為了解學生訓練及生活狀況，近年參加全國中等學校運動會屢傳捷報，縣長鍾東錦15日前往訪視，並頒贈獎勵金，期許學生能努力學習，追求個人的金牌人生，同時縣府也宣布將跟進六都，提供代理教師完整聘期。"
"1232.mp3","花蓮光復鄉的馬佛社區，早期曾生產紅磚為主，近年地方透過農再計畫，將老磚廠改為柴窯，以製磚的黏土來製陶，因為燒製溫度比一般黏土來得低，所以更節能，而且作品也很實用，發展出特色馬佛陶，引人注意。"
"1233.mp3","2月21日就是世界母語日，在臺東的晃晃二手書店，在2月也開始了，為期半年的客語讀書會，每個月一次，由客語老師帶領，以客語初級認證題庫，或詩詞、歌謠為教材，讓住在臺東市的居民，一起在書店裡講客。"
"1234.mp3","新竹縣竹北市東元綜合醫院是縣內重度級急救責任醫院，為了帶頭響應捐血行動，特別在今天14日舉辦捐血公益活動，號召夫妻檔和首捐族等民眾，一起捲起袖子做愛心捐熱血。"
"1235.mp3","雲林縣東勢鄉是胡蘿蔔重要產地，為行銷地方優質農產品，雲林縣政府與地方農產合作社，將在3月4日舉辦國際臺灣胡蘿蔔日，邀民眾到東勢鄉拔胡蘿蔔、品嚐胡蘿蔔做的各式料理。"
"1236.mp3","屏東縣政府為了突破地域限制與資源缺乏的困境，延伸服務據點，斥資1億6千多萬，興建內埔社會福利館，設有運動設施、托育資源中心、手作教室和集會廳，今天14日正式開幕啟用。"
"1237.mp3","木瓜營養豐富是國人喜愛的水果，不過近幾年在農藥殘留檢測中，不合格率都是榜上有名。南投縣埔里鎮有一位農民賴俊宏，就為了家人和消費者健康，5年前開始朝向有機耕作努力，經過3年產銷履歷階段，目前已經進入有機轉型期，期間都是農委會農業試驗所專家陪伴和指導，同時財團法人農業科技研究院人員也協助打開通路，讓農民可以有穩定的收入。"
"1238.mp3","客家電視與客新聞和講客廣播電臺合作，繼續前進土耳其災區，採訪小組目前位於土耳其，以及敘利亞邊境城市阿克恰卡萊 ，也直擊不少敘利亞籍人士，正等著過陸上關口回鄉救災，詳細情況請特約記者江芮敏、李台源、何柏均說明。"
"1239.mp3","雲林縣東勢鄉是胡蘿蔔重要產地，為行銷地方優質農產品，雲林縣政府與地方農產合作社，將在3月4日舉辦國際臺灣胡蘿蔔日，邀民眾到東勢鄉拔胡蘿蔔、品嚐胡蘿蔔做的各式料理。"
"1240.mp3","桃園燈會昨天落幕，但龍潭浪漫藝術燈海則將延長，桃園市客家局表示龍潭浪漫藝術燈海，燈區設計不僅結合了龍潭在地文化、客家元素、歷史記憶，也將龍潭特有的人文地理風情，融入於燈會之中，雖然燈會期間已過，但這些有特色的燈組，每晚都吸引民眾前來公園散步賞燈，因此客家局與公所將延長展出至月底，持續在公園發光，讓民眾打卡拍照。"
"1241.mp3","農曆春節前後，是南部種稻的高峰期，也是需水量最大的時候，不過因為久未降雨水情告急，美濃平原稻田無法正常供水，為了解決缺水危機，農水署高雄管理處自1月28日起，實施停3供6的，第一階段輪流灌溉因應措施。"
"1242.mp3","新竹市的普天宮裡，也有供奉月老星君，月老進駐普天宮22年來，已經成功為2萬多對情人牽起紅線，成為地方上的美談，西洋情人節即將到來，許多單身男女也希望，能夠找到相守一生的伴侶。"
"1243.mp3","土耳其、敘利亞邊境大地震，搜救已進入第7天，客家電視與客新聞、講客廣播電臺合作，前進土耳其的重災區馬拉蒂亞市，是此次強震中位於土耳其東南部受災最嚴重的城市之一，目前詳細情況請特約記者，江芮敏、李台源、何柏均說明。"
"1244.mp3","苗栗縣頭份市社福再加碼，與境內的頭份大伯公福德祠合作，開辦微型保險，照顧頭份市的弱勢，一旦弱勢群族發生意外狀況，有保險金可以請領，另外頭份市，也降低浴室防滑扶手補助年齡門檻，從80歲降低至75歲，預估有更多家庭可以受惠，避免老人跌倒風險。"
"1245.mp3","經濟部水利署第二河川局，辦理後龍溪水系治理規畫檢討，近來提出苗栗縣大湖鄉富興村，恭敬橋酒庄段都市計畫變更案，希望改善富興河堤，引發大湖後龍溪自救會不滿，自救會質疑，二河局直接劃設河川用地範圍線，現在施作河堤都沒有和地方充分溝通，希望政府能暫緩審議這個案子。"
"1246.mp3","春節期間接連兩波寒流，造成中南部農損嚴重，其中剛嫁接好的高接梨穗，因耐不了寒風而被凍死，在臺中東勢約有670公頃的梨園，必須重新嫁接梨穗，由於損害已超過2成，政府也啟動農業天然災害救助，協助農民盡速復耕。"
"1247.mp3","今天13日是111學年度，下半學期開學日，南投縣政府教育處為推動友善校園，防止校園霸凌事件發生，特別在營北國中舉辦對抗網路霸凌 我有我的招，希望鼓勵學生們，在面對各種霸凌事件時，可以勇敢反映，共同營造安全舒適的學習環境。"
"1248.mp3","土耳其、敘利亞大地震，造成慘重的災情，震後第6天，考量到已過黃金救援時間，土耳其當局決定出動大型機具開挖，臺灣搜救隊的任務也正式告一段落。"
"1249.mp3","屏東縣政府與縣內各宗教團體，連續第9年發起以愛為名迎春祈福，宗教聯合祈福活動，12日在屏東潮州妙光禪寺舉辦，屏東縣長周春米，率各局處長為縣民祈求，新的一年身心健康，讓縣民在幸福城市中屏安生活。"
"1250.mp3","新竹縣竹東鎮天穿日臺灣山歌比賽，有226位選手報名參加，經過連續2天5組的賽程，昨天11日晚間在客家戲曲公園，舉行閉幕儀式，為了讓已超過半世紀的山歌賽，能夠繼續傳唱，鎮公所有意明年擴大辦理活動。"
"1251.mp3","苗栗縣的苗124線，從獅潭鄉銜接南庄鄉的仙山，一路延伸到三灣鄉，這一路上在歷屆鄉長的刻意規畫下種滿櫻花，因此有櫻花大道之稱，也讓南庄鄉被冠上山城花園美稱，南庄鄉公所也表示，現在一直到228，都是櫻花開的時節，歡迎民眾到南庄賞花。"
"1252.mp3","屏東縣開春客庄大節，六堆祈福尖炮城，今天11日起一連2天，在五溝國小，尖炮城主題活動場域舉行，屏東縣政府今年首創以客英雙語，營造客庄大節活動現場，提供客英雙語導覽服務，邀請在臺國際學生熱情參與。"
"1253.mp3","發明往往是為了解決生活需求，花蓮東華大學，附設國小的小朋友，因為想要保護家中長輩，合作研發了便於上下樓的的助行器，這個創意也得到今年臺灣青少年創客發明賽，唯一一座的特別獎，還將代表臺灣參加世界競賽。"
"1254.mp3","新竹縣竹東鎮天穿日山歌比賽，進入第2天的比賽，除了有少年和男女對唱等兩組外，並舉行最後入圍的決賽，由於竹東辦理山歌賽活動，已超過半世紀，鎮公所向文化局提出，無形文化資產申請，新竹縣文化局則表示，依據文化資產法的相關規定，須由民間團體提出申請。"
"1255.mp3","花蓮的豐田過去是日治官辦移民村，現在有一個移創指導所，則是由青年透過社區共融活動，邀請在地長者來分享生命經驗，以定期且有創意的形式，做到壽豐客庄的創生。"
"1256.mp3","南投縣政府文化局及南投縣客家協會、國姓鄉公所，今天11日在國姓鄉長流村奉天宮舉辦天穿日暨客家懇親活動，除了有傳統三獻禮，還有五色石補天活動，南投縣長許淑華特別參與這項活動，同時也再度重申，從明年度開始，將增加客家事務預算以及相關人力，要讓客家文化可以在南投深耕。"
"1257.mp3","土耳其、敘利亞的這場大地震，搜救還在持續中，客家電視與客新聞、講客廣播電臺合作，前進土耳其的重災區之一阿德亞曼省，現在更重要的問題是災民該怎麼收容，以及需要那些支援，詳細情況請特約採訪團隊江芮敏、李台源、何柏均說明。"
"1258.mp3","活動現場上午還有進行對唱組的比賽，現場更不乏多位歷屆各組山歌王和山歌后，同場大秀客家天籟嗓音的畫面，聽覺、視覺超驚豔。對唱組的競爭也很激烈，一共有28組最後才選出6組，選手們也都使出渾身解數，展現技巧與歌藝，詳細情形我們再交給記者錢薇如、蔡奕輝來為我們說明。"
"1259.mp3","今天客家電視當晝新聞來到新竹縣竹東鎮戲曲公園報新聞，因為今天這裡有一場盛大的活動，2023臺灣客家山歌比賽總決賽，有做無做尞到天穿過；有賺沒賺總愛尞天穿。國人觀念大多過完正月半就算過完過年，但對客家人來說要過完正月二十天穿日過年才算真的結束。傳承將近一甲子在竹東每年天穿日舉辦的山歌比賽，也被客委會選為2023客庄大節，山歌賽的最新情況，連線記者錢薇如、蔡奕輝說明。"
"1260.mp3","2023世界母語日將在21日登場，教育部特別舉辦響應2023世界母語日活動宣傳，並展示10所教育部所屬社教機構以及各縣市圖書館，推廣母語成果。而另外客委會也預計在母語日推出相關活動，中央部會、機關搶救母語一條心。"
"1261.mp3","沒有工業汙染的高雄市杉林區，除了生產品質優良的瓜果，還吸引退役海軍軍官李孝生廣種1000多棵澳洲茶樹，發展精油事業，無農藥無化肥的友善種植方式，也為杉林的精緻農業開出一條新路。"
"1262.mp3","日前客家新聞採訪團隊前進香港，那麼接下來香港尋客系列報導，要繼續介紹香港非物質文化遺產中心的客家文化，這當中包含客語、山歌、舞麒麟、舞火龍等，目前香港政府將許多史料、紀錄，保存在由三棟屋活化的香港非物質文化遺產中心，而這座三棟屋，是一座擁有200多年歷史的客家圍村，博物館重現了昔日傳統，客家鄉村的生活面貌。"
"1263.mp3","土耳其、敘利亞邊境大地震，客家新聞與客新聞以及講客廣播電臺合作前進第一線災區，帶鄉親掌握第一手資訊，這場發生在當地時間2月6日的大地震，至今已經第5天，臺灣派出搜救隊也救出一名30多歲的女性，不過災民們也面臨保暖措施不夠的狀況，詳細情況請特約記者江芮敏說明。"
"1264.mp3","因為受到前一波寒流的影響，高雄美濃地區的秧苗，出現緩慢生長現象，原本預定農曆春節前插秧的農民，也因為等不到秧苗，氣得直跳腳，現在一聽到有秧苗可以拿了，農民還沒天亮就前往排隊。"
"1265.mp3","新竹縣竹東鎮公所，每年都會在農曆正月二十天穿日舉辦山歌比賽，但受到疫情的影響，讓辦理超過半世紀的山歌比賽，已連續3年停辦，今年由於疫情變得趨緩，因此恢復山歌比賽，總共有226位歌手，分為5組進行角逐，希望藉由山歌傳唱，彰顯客家文化節慶的意涵。"
"1266.mp3","南投縣國姓鄉國道6號國姓交流道，因為高聳的橋墩而聞名，整個園區經過縣府用心打造成為綠雕公園，目前已逐漸打響知名度，國姓鄉公所特別邀集在地村長以及休閒農業區幹部，一起來勘查場地，希望能夠在周邊設立市集，為國姓鄉的產業找到新的商機。"
"1267.mp3","客家人的習俗，元宵節過後開始掃墓，到農曆三月初三為止，今年的農曆正月十六，正好是上班日，苗栗縣頭份市公所預估，本週六與週日兩天，可能會湧入大量人潮掃墓，頭份市公所呼籲市民，盡量利用週間，到生命紀念館祭祀祖先，即使要假日掃墓，也盡量利用機車前往，避免塞車。"
"1268.mp3","苗栗縣白沙屯媽祖徒步進香，9天8夜行程將在12日啟程，廟方今天10日公布報名人數，高達11萬3千多人，比去年多了大約2萬人，雖然中央防疫措施即將放寬，但廟方表示為了保護民眾自身安全，還是要求全程配戴口罩，確實做好個人防疫措施。"
"1269.mp3","屏東縣目前是全國第四大高齡的縣市，據推估約有1萬多人罹患失智症，屏東縣政府參考荷蘭失智村以及日本幸福村模式，為失智長輩在竹田西勢村打造樂智園區，去年度與成功大學合作，申請國科會為期3年的大地計畫，針對樂智園區做研究，讓失智照護能更加完善，並且能推展到屏東縣各鄉鎮。"
"1270.mp3","土敘強震，讓不少在臺打拚的土耳其人心急萬分，土耳其旅臺YouTuber圖佳，震後向社會大眾請求援助，並感謝援助土耳其的熱心民眾，而曾三度赴土耳其做田調，熱愛土國文化的客家子弟巫宗縉，對於當地許多古蹟倒塌，深感難過與惋惜。"
"1271.mp3","面對土敘強震，在臺土耳其人紛紛聲援，而在臺灣教授土耳其馬賽克燈的老師哈龍，也透露目前遠在土耳其家鄉的朋友，因為地震不敢在家只能睡公司，情況非常艱困，面對強震他也心繫家鄉，時時刻刻關注最新的消息。"
"1272.mp3","為慶祝客家人獨有節慶天穿日，桃園市客家局今天10日在桃園市客家文化館假日廣場，舉辦2023桃園天穿日祭天儀式，客家局長林昭賢表示，為了讓廣大的民眾可以看見客家傳統三獻吉禮，這次還以網路互動方式直播祭天儀式，共同祈求新的一年市運昌隆、國泰民安。"
"1273.mp3","被疫情偷走的3年，讓許多海外客家鄉親心心念念臺灣，近日隨著全球防疫政策鬆綁，世界臺灣客家聯合總會，在天穿日舉辦論壇餐會，邀請各國客僑團聚一起尞天穿。"
"1274.mp3","土耳其強震，臺灣在當地民間組織臺灣雷伊漢勒世界公民中心，就湧入不少災民避難，昨天9日晚間，中心執行長裘振宇，從土耳其返臺尋找資源，而長期旅居日本的客籍日本亞太災難管理聯盟國際搜救隊首席隊長黃春源，在災害後也第一時間前往救災，黃春源說到當地9日為止，已經救出29位民眾。"
"1275.mp3","今天起一連兩天的山歌比賽，在竹東客家戲曲公園登場，吸引全國各地226多位山歌高手角逐，分為少年和男女對唱，還有長壽等5組進行比賽，這項比賽已經辦理超過半世紀，雖然因疫情曾停辦三年，但民眾都肯定天穿日山歌賽，不但紀念女媧補天傳承文化，也讓客家山歌能夠延續傳唱。"
"1276.mp3","鏡頭再轉到臺東鹿野，鹿野鄉公所也在正月二十這天，舉辦天穿日祭典活動，安排社區歌舞表演、市集及客語闖關遊戲，而受邀參加的民意代表，更現學一句客語有做無做，尞到天穿過。"
"1277.mp3","這3年新冠疫情不停肆虐，全球經濟頻頻受創，有亞洲金融重鎮之稱的香港也無法倖免，2022年GDP呈現負增長，隨著疫情得到緩解，2023年1月，香港正在逐步恢復和外界通關，希望能再度燃起香港生機。"
"1278.mp3","南庄鄉公有市場，啟用至今超過30年，經過結構技師鑑定有結構安全之虞，鄉公所在年後正式宣布封閉市場，進行結構補強工程，且需要耗時4個半月，這過渡時期只好請攤商，到老街旁的水汴頭空地營業，只是鄉公所僅提供帳棚，且無水無電，攤商今天一早進駐才發現，臨時市場設備陽春，實在很難做生意。"
"1279.mp3","高雄中學校友會串連各級同學會發起拔尖計畫，以客製化書單，捐贈全國各家扶中心孩子所需要的升學參考書，鼓勵經濟弱勢的孩子擁抱知識·擁抱希望，讓他們加強升學競爭力。"
"1280.mp3","從12月底到農曆年後，是三灣水梨嫁接的期間，不過今年三灣梨農十分辛苦，不僅豐水梨梨穗受到日本大雪影響，供應量大減，年節期間又遇寒流襲臺，嫁接成功率僅3成，而原本經濟價值不錯的秋黃梨，又因為來自中國防疫問題，停止進口梨穗，梨農改為嫁接蜜雪梨與甘露梨，希望彌補產量。"
"1281.mp3","2023戀戀魯冰花節，將在2月19日登場，桃園市客家局長林昭賢9日上午前往大北坑休閒農業區，勘查花況，希望能以最美的魯冰花海，打造桃園客庄觀光旅遊好去處。"
"1282.mp3","俗稱香丁的晚崙西亞，開花到成熟需要14個月，比一般柑橘多了近半年，也是最晚成熟的柑橘，全臺產區主要集中在臺東縣東河鄉，而客家人較集中的北源村更是重要產區，東河鄉公所就預計在3月初舉辦晚崙西亞馬拉松活動。"
"1283.mp3","屏東縣政府為解決流浪犬貓收容空間不足的問題，補助斥資2億2489萬元，在麟洛鄉隘寮營區，原日治時代戰俘營打造占地37公頃綜合園區，除了增大動物收容量，並提供野生動物救傷暫時安置、寵物行為訓練等功能，預計112年年底前完工啟用。"
"1284.mp3","苗栗市農會積極推廣在地農產並重新包裝行銷，繼貓裏紅茶後，9日為在地苦茶油換上新包裝，更適合保存，全新的包裝也附加產銷履歷，讓民眾食得更安心。"
"1285.mp3","來看香港尋客系列報導，留下來或者出去闖闖，成為部分臺灣年輕世代迫切面臨的焦慮選擇，後生們征戰國際舞台，前進海外的工作比例不斷創下新高，香港也成為選擇之一，接著透過記者胡吰誌、蔡奕輝的觀察，帶您來看。"
"1286.mp3","目前全臺客家政策，除了中央的客委會推動，也仰賴地方政府執行，客委會日前邀集全臺各地客家首長代表共同交流，鼓勵地方政府從族群主流化觀點出發，在各項政策上思考客家，今年起將推動地方客家發展計畫。"
"1287.mp3","屏東縣開春客庄大節六堆祈福尖炮城，將從2月11日及12日，在五溝國小尖炮城主題活動場域舉行，這項民俗活動，在全國第一個指定保存的客家聚落五溝水已流傳百年，今年的活動融入客英雙語與屏東的多元文化，透過客庄節慶活動和國際接軌。"
"1288.mp3","為了提供優質休閒運動環境，新竹縣竹北市公所以客庄創生環境營造計畫，禾埕專案計畫工程提案，向客家委員會爭取經費獲得補助，加上市公所自籌款，總經費為3382萬元，進行公29公園風雨球場施工，今天8日舉行開工祈福儀式，總體工程預定今年8月底完成。"
"1289.mp3","西貢外海小島鹽田梓，這座寧靜小島，300多年前曾是興旺的客家村落，村民以賣鹽謀生，但隨著鹽業逐漸式微，村民也陸續遷走，經歷熱鬧與落寞，荒廢的村屋，充滿異國情調的教堂得以保存，村民昔日的生活痕跡依稀可見，而島上的非物質文化傳統，更獲得了聯合國教科文組織的肯定，跟著採訪記者胡吰誌、蔡奕輝，前進香港深入了解。"
"1290.mp3","苗栗火旁龍活動7日晚間，進行化龍返天儀式，5尾祥龍齊聚苗栗市五文昌廟謝神，火化升天化作煙霧象徵重返天庭，這次龍隊中有成員手部受傷，但仍堅持完成他個人大學生涯中，最後一場火旁龍盛會，轉任龍隊鼓手、積極參與，努力傳揚客家文化，博得滿堂采。"
"1291.mp3","繼臺灣首批搜救隊，6日晚間搭機前往土耳其救災，第二批搜救人員90人，在7日晚間出發，行政院長陳建仁特別到場授旗，並勉勵執行國際人道救援任務的隊員，也希望隊員完成救援任務、平安歸來。"
"1292.mp3","臺灣文學家宋澤萊，本名廖偉竣，他從20多歲開始寫作，並且多次獲得文學創作獎，宋澤萊是雲林縣的詔安客家人，雲林縣崙背國小辦理文學營，帶領小朋友到二崙鄉大義村，沉浸在文學環境中。"
"1293.mp3","苗栗縣苑裡鎮有一家50年老店，傳承了三代，使用上等鯊魚漿製作魚丸，讓民眾品嚐在地好滋味，現做現賣，常常一上架就被一掃而空。"
"1294.mp3","苗栗縣南庄鄉觀光活絡，然而近年鄉內年輕人口流失，高齡族群需照顧的問題更凸顯，南庄鄉前鄉長賴盛為昔日經營事業有成，便積極募集各界社會資源，持續回饋家鄉照顧弱勢，卸任鄉長5年來，持續做公益的腳步仍不間斷。"
"1295.mp3","中國神話中的四大祥瑞之獸，龍、龜、麒麟、鳳凰，在香港就有其中2種相關的文化和客家有關，包含在香港島的大坑舞火龍，及普遍分布香港客庄的舞麒麟，舞火龍和舞麒麟雙雙被列入中國國家級非物質文化遺產，繼續跟著採訪團隊前進香港，一同感受熱鬧氛圍。"
"1296.mp3","出身高雄美濃的創作歌手黃瑋傑，和屏東瑪家的排灣族創作歌手卓亞麥，曾創作客、原雙語歌曲歡聚月光下，展現多元族群融合的力量，接下來兩人預計11日，將在光源臺北源展區，首度公開搭檔演唱。"
"1297.mp3","南投縣國姓鄉是國內重要枇杷產地，由於1月下旬寒流頻襲，枇杷產地曾出現4度以下低溫，第一、二期花穗和果實嚴重凍傷，農民估計損失超過3成，最近農政單位人員展開會勘，初步認定是寒害造成的。"
"1298.mp3","土耳其東南部靠近敘利亞地區，發生芮氏規模78強震，經外交部協調，臺灣第一批搜救隊，6日晚間已搭機啟程，臺灣搜救隊首批人員，第一梯次共出動40人、3犬，及近5噸的裝備器材，內政部長林右昌受訪時表示，921地震時，土耳其救援隊是率先抵臺的隊伍之一，而這次土耳其有難，換臺灣來幫忙。"
